date,location,gear,trt,cage,bag,oyster_num,height,length,width,tag_num
6/14/22,out,FC,FCo,1,A,8,45,46,12,4
6/14/22,out,FC,FCo,1,B,9,46,44,13,5
6/14/22,out,FC,FCo,1,B,10,59,36,15,5
6/14/22,out,FC,FCo,1,B,11,50,35,15,5
6/14/22,out,FC,FCo,1,B,12,57,33,15,5
6/14/22,out,FC,FCo,1,B,13,47,31,10,5
6/14/22,out,FC,FCo,1,B,14,61,35,15,5
6/14/22,out,FC,FCo,1,B,15,40,30,11,5
6/14/22,out,FC,FCo,1,B,16,40,36,12,5
6/14/22,out,FC,FCo,1,C,17,65,43,9,6
6/14/22,out,FC,FCo,1,C,18,49,35,8,6
6/14/22,out,FC,FCo,1,C,19,68,36,19,6
6/14/22,out,FC,FCo,1,C,20,57,20,11,6
6/14/22,out,FC,FCo,1,C,21,40,35,12,6
6/14/22,out,FC,FCo,1,C,22,50,39,11,6
6/14/22,out,FC,FCo,1,C,23,69,39,14,6
6/14/22,out,FC,FCo,1,C,24,38,24,10,6
6/14/22,out,FC,FCo,1,D,25,52,33,12,7
6/14/22,out,FC,FCo,1,D,26,54,32,11,7
6/14/22,out,FC,FCo,1,D,27,64,32,14,7
6/14/22,out,FC,FCo,1,D,28,59,39,13,7
6/14/22,out,FC,FCo,1,D,29,54,27,12,7
6/14/22,out,FC,FCo,1,D,30,54,33,10,7
6/14/22,out,FC,FCo,1,D,31,61,40,14,7
6/14/22,out,FC,FCo,1,D,32,19,18,7,7
6/14/22,out,FC,FCo,2,A,33,40,27,10,8
6/14/22,out,FC,FCo,2,A,34,54,32,15,8
6/14/22,out,FC,FCo,2,A,35,63,39,22,8
6/14/22,out,FC,FCo,2,A,36,42,28,11,8
6/14/22,out,FC,FCo,2,A,37,59,41,15,8
6/14/22,out,FC,FCo,2,A,38,52,39,13,8
6/14/22,out,FC,FCo,2,A,39,42,29,10,8
6/14/22,out,FC,FCo,2,A,40,54,30,13,8
6/14/22,out,FC,FCo,2,B,41,49,40,15,9
6/14/22,out,FC,FCo,2,B,42,37,25,9,9
6/14/22,out,FC,FCo,2,B,43,60,40,15,9
6/14/22,out,FC,FCo,2,B,44,50,31,11,9
6/14/22,out,FC,FCo,2,B,45,40,31,11,9
6/14/22,out,FC,FCo,2,B,46,41,30,11,9
6/14/22,out,FC,FCo,2,B,47,33,26,7,9
6/14/22,out,FC,FCo,2,B,48,57,31,13,9
6/14/22,out,FC,FCo,2,C,49,45,30,11,10
6/14/22,out,FC,FCo,2,C,50,51,34,15,10
6/14/22,out,FC,FCo,2,C,51,40,22,11,10
6/14/22,out,FC,FCo,2,C,52,34,27,10,10
6/14/22,out,FC,FCo,2,C,53,38,29,10,10
6/14/22,out,FC,FCo,2,C,54,34,27,11,10
6/14/22,out,FC,FCo,2,C,55,42,32,11,10
6/14/22,out,FC,FCo,2,C,56,44,19,10,10
6/14/22,out,FC,FCo,2,D,57,34,24,9,11
6/14/22,out,FC,FCo,2,D,58,51,30,12,11
6/14/22,out,FC,FCo,2,D,59,38,28,10,11
6/14/22,out,FC,FCo,2,D,60,40,25,11,11
6/14/22,out,FC,FCo,2,D,61,46,26,13,11
6/14/22,out,FC,FCo,2,D,62,65,47,20,11
6/14/22,out,FC,FCo,2,D,63,55,36,15,11
6/14/22,out,FC,FCo,2,D,64,33,30,10,11
6/14/22,out,FC,FCo,3,A,65,49,36,12,12
6/14/22,out,FC,FCo,3,A,66,42,35,12,12
6/14/22,out,FC,FCo,3,A,67,50,33,13,12
6/14/22,out,FC,FCo,3,A,68,34,23,10,12
6/14/22,out,FC,FCo,3,A,69,36,30,12,12
6/14/22,out,FC,FCo,3,A,70,48,32,13,12
6/14/22,out,FC,FCo,3,A,71,27,22,7,12
6/14/22,out,FC,FCo,3,A,72,48,45,14,12
6/14/22,out,FC,FCo,3,B,73,64,39,16,13
6/14/22,out,FC,FCo,3,B,74,60,41,15,13
6/14/22,out,FC,FCo,3,B,75,40,32,11,13
6/14/22,out,FC,FCo,3,B,76,50,35,15,13
6/14/22,out,FC,FCo,3,B,77,48,32,11,13
6/14/22,out,FC,FCo,3,B,78,41,30,11,13
6/14/22,out,FC,FCo,3,B,79,63,32,16,13
6/14/22,out,FC,FCo,3,B,80,50,29,14,13
6/14/22,out,FC,FCo,3,C,81,50,34,13,14
6/14/22,out,FC,FCo,3,C,82,30,21,13,14
6/14/22,out,FC,FCo,3,C,83,24,21,8,14
6/14/22,out,FC,FCo,3,C,84,48,32,15,14
6/14/22,out,FC,FCo,3,C,85,47,33,14,14
6/14/22,out,FC,FCo,3,C,86,59,35,14,14
6/14/22,out,FC,FCo,3,C,87,40,25,9,14
6/14/22,out,FC,FCo,3,C,88,46,33,13,14
6/14/22,out,FC,FCo,3,D,89,39,24,10,15
6/14/22,out,FC,FCo,3,D,90,41,28,10,15
6/14/22,out,FC,FCo,3,D,91,48,37,12,15
6/14/22,out,FC,FCo,3,D,92,35,26,10,15
6/14/22,out,FC,FCo,3,D,93,38,33,13,15
6/14/22,out,FC,FCo,3,D,94,26,23,7,15
6/14/22,out,FC,FCo,3,D,95,40,26,10,15
6/14/22,out,FC,FCo,3,D,96,41,27,10,15
7/5/22,in,BP,BPi,,,1,63,44,15,BPi
7/5/22,in,BP,BPi,,,2,63,45,14,BPi
7/5/22,in,BP,BPi,,,3,65,34,14,BPi
7/5/22,in,BP,BPi,,,4,41,35,11,BPi
7/5/22,in,BP,BPi,,,5,58,38,14,BPi
7/5/22,in,BP,BPi,,,6,54,34,13,BPi
7/5/22,in,BP,BPi,,,7,34,28,9,BPi
7/5/22,in,BP,BPi,,,8,36,30,9,BPi
7/5/22,in,BP,BPi,,,9,40,31,10,BPi
7/5/22,in,BP,BPi,,,10,48,34,11,BPi
7/5/22,in,BP,BPi,,,11,33,27,7,BPi
7/5/22,in,BP,BPi,,,12,70,44,15,BPi
7/5/22,in,BP,BPi,,,13,57,37,14,BPi
7/5/22,in,BP,BPi,,,14,48,40,14,BPi
7/5/22,in,BP,BPi,,,15,45,37,10,BPi
7/5/22,in,BP,BPi,,,16,38,32,9,BPi
7/5/22,in,BP,BPi,,,17,60,38,15,BPi
7/5/22,in,BP,BPi,,,18,51,40,11,BPi
7/5/22,in,BP,BPi,,,19,65,45,20,BPi
7/5/22,in,BP,BPi,,,20,58,37,17,BPi
7/5/22,in,BP,BPi,,,21,45,38,12,BPi
7/5/22,in,BP,BPi,,,22,44,33,10,BPi
7/5/22,in,BP,BPi,,,23,53,53,12,BPi
7/5/22,in,BP,BPi,,,24,55,37,12,BPi
7/5/22,in,BP,BPi,,,25,47,32,12,BPi
7/5/22,in,BP,BPi,,,26,37,30,9,BPi
7/5/22,in,BP,BPi,,,27,44,35,11,BPi
7/5/22,in,BP,BPi,,,28,57,34,15,BPi
7/5/22,in,BP,BPi,,,29,38,25,6,BPi
7/5/22,in,BP,BPi,,,30,64,38,14,BPi
7/5/22,in,BP,BPi,,,31,49,41,13,BPi
7/5/22,in,BP,BPi,,,32,46,25,11,BPi
7/5/22,in,BP,BPi,,,33,45,31,10,BPi
7/5/22,in,BP,BPi,,,34,65,35,19,BPi
7/5/22,in,BP,BPi,,,35,39,24,8,BPi
7/5/22,in,BP,BPi,,,36,45,34,11,BPi
7/5/22,in,BP,BPi,,,37,55,38,11,BPi
7/5/22,in,BP,BPi,,,38,30,20,6,BPi
7/5/22,in,BP,BPi,,,39,49,30,13,BPi
7/5/22,in,BP,BPi,,,40,60,33,14,BPi
7/5/22,in,BP,BPi,,,41,63,35,15,BPi
7/5/22,in,BP,BPi,,,42,40,31,9,BPi
7/5/22,in,BP,BPi,,,43,47,39,14,BPi
7/5/22,in,BP,BPi,,,44,44,50,14,BPi
7/5/22,in,BP,BPi,,,45,35,37,13,BPi
7/5/22,in,BP,BPi,,,46,45,36,11,BPi
7/5/22,in,BP,BPi,,,47,54,35,12,BPi
7/5/22,in,BP,BPi,,,48,52,39,12,BPi
7/5/22,in,BP,BPi,,,49,30,24,12,BPi
7/5/22,in,BP,BPi,,,50,54,37,14,BPi
7/5/22,in,BP,BPi,,,51,51,46,14,BPi
7/5/22,in,BP,BPi,,,52,56,36,14,BPi
7/5/22,in,BP,BPi,,,53,51,36,12,BPi
7/5/22,in,BP,BPi,,,54,49,33,12,BPi
7/5/22,in,BP,BPi,,,55,50,40,14,BPi
7/5/22,in,BP,BPi,,,56,47,32,12,BPi
7/5/22,in,BP,BPi,,,57,43,31,12,BPi
7/5/22,in,BP,BPi,,,58,36,32,11,BPi
7/5/22,in,BP,BPi,,,59,61,33,11,BPi
7/5/22,in,BP,BPi,,,60,47,33,12,BPi
7/5/22,in,BP,BPi,,,61,33,33,10,BPi
7/5/22,in,BP,BPi,,,62,36,32,8,BPi
7/5/22,in,BP,BPi,,,63,30,24,7,BPi
7/5/22,in,BP,BPi,,,64,50,35,14,BPi
7/5/22,in,BP,BPi,,,65,40,32,11,BPi
7/5/22,in,BP,BPi,,,66,61,47,21,BPi
7/5/22,in,BP,BPi,,,67,62,38,16,BPi
7/5/22,in,BP,BPi,,,68,45,35,10,BPi
7/5/22,in,BP,BPi,,,69,52,36,14,BPi
7/5/22,in,BP,BPi,,,70,54,43,12,BPi
7/5/22,in,BP,BPi,,,71,54,37,13,BPi
7/5/22,in,BP,BPi,,,72,37,25,8,BPi
7/5/22,in,BP,BPi,,,73,29,25,8,BPi
7/5/22,in,BP,BPi,,,74,42,31,9,BPi
7/5/22,in,BP,BPi,,,75,71,44,14,BPi
7/5/22,in,BP,BPi,,,76,48,32,10,BPi
7/5/22,in,BP,BPi,,,77,53,29,11,BPi
7/5/22,in,BP,BPi,,,78,39,31,11,BPi
7/5/22,in,BP,BPi,,,79,51,42,12,BPi
7/5/22,in,BP,BPi,,,80,48,41,12,BPi
7/5/22,in,BP,BPi,,,81,31,21,7,BPi
7/5/22,in,BP,BPi,,,82,40,32,13,BPi
7/5/22,in,BP,BPi,,,83,46,30,10,BPi
7/5/22,in,BP,BPi,,,84,37,30,10,BPi
7/5/22,in,BP,BPi,,,85,50,25,11,BPi
7/5/22,in,BP,BPi,,,86,48,40,14,BPi
7/5/22,in,BP,BPi,,,87,46,34,12,BPi
7/5/22,in,BP,BPi,,,88,38,31,10,BPi
7/5/22,in,BP,BPi,,,89,57,38,13,BPi
7/5/22,in,BP,BPi,,,90,36,30,11,BPi
7/5/22,in,BP,BPi,,,91,68,44,14,BPi
7/5/22,in,BP,BPi,,,92,42,28,8,BPi
7/5/22,in,BP,BPi,,,93,43,30,11,BPi
7/5/22,in,BP,BPi,,,94,60,37,13,BPi
7/5/22,in,BP,BPi,,,95,50,35,11,BPi
7/5/22,in,BP,BPi,,,96,46,32,11,BPi
7/5/22,out,BP,BPo,,,1,55,40,16,BPo
7/5/22,out,BP,BPo,,,2,56,38,13,BPo
7/5/22,out,BP,BPo,,,3,59,37,14,BPo
7/5/22,out,BP,BPo,,,4,45,39,11,BPo
7/5/22,out,BP,BPo,,,5,49,40,12,BPo
7/5/22,out,BP,BPo,,,6,58,46,15,BPo
7/5/22,out,BP,BPo,,,7,62,41,14,BPo
7/5/22,out,BP,BPo,,,8,49,42,14,BPo
7/5/22,out,BP,BPo,,,9,39,27,10,BPo
7/5/22,out,BP,BPo,,,10,53,33,13,BPo
7/5/22,out,BP,BPo,,,11,68,38,17,BPo
7/5/22,out,BP,BPo,,,12,60,33,13,BPo
7/5/22,out,BP,BPo,,,13,64,49,15,BPo
7/5/22,out,BP,BPo,,,14,59,36,12,BPo
7/5/22,out,BP,BPo,,,15,41,25,9,BPo
7/5/22,out,BP,BPo,,,16,41,27,12,BPo
7/5/22,out,BP,BPo,,,17,61,34,14,BPo
7/5/22,out,BP,BPo,,,18,56,42,14,BPo
7/5/22,out,BP,BPo,,,19,69,40,14,BPo
7/5/22,out,BP,BPo,,,20,32,26,9,BPo
7/5/22,out,BP,BPo,,,21,62,35,12,BPo
7/5/22,out,BP,BPo,,,22,49,38,14,BPo
7/5/22,out,BP,BPo,,,23,41,32,10,BPo
7/5/22,out,BP,BPo,,,24,57,32,12,BPo
7/5/22,out,BP,BPo,,,25,73,40,18,BPo
7/5/22,out,BP,BPo,,,26,56,40,14,BPo
7/5/22,out,BP,BPo,,,27,62,40,15,BPo
7/5/22,out,BP,BPo,,,28,43,30,10,BPo
7/5/22,out,BP,BPo,,,29,50,43,14,BPo
7/5/22,out,BP,BPo,,,30,49,42,12,BPo
7/5/22,out,BP,BPo,,,31,44,36,11,BPo
7/5/22,out,BP,BPo,,,32,52,38,15,BPo
7/5/22,out,BP,BPo,,,33,64,38,16,BPo
7/5/22,out,BP,BPo,,,34,34,23,9,BPo
7/5/22,out,BP,BPo,,,35,61,44,19,BPo
7/5/22,out,BP,BPo,,,36,59,40,15,BPo
7/5/22,out,BP,BPo,,,37,30,29,9,BPo
7/5/22,out,BP,BPo,,,38,54,40,14,BPo
7/5/22,out,BP,BPo,,,39,37,30,9,BPo
7/5/22,out,BP,BPo,,,40,44,38,14,BPo
7/5/22,out,BP,BPo,,,41,44,35,10,BPo
7/5/22,out,BP,BPo,,,42,63,38,15,BPo
7/5/22,out,BP,BPo,,,43,60,34,13,BPo
7/5/22,out,BP,BPo,,,44,27,24,5,BPo
7/5/22,out,BP,BPo,,,45,42,38,12,BPo
7/5/22,out,BP,BPo,,,46,48,39,12,BPo
7/5/22,out,BP,BPo,,,47,58,45,14,BPo
7/5/22,out,BP,BPo,,,48,35,30,8,BPo
7/5/22,out,BP,BPo,,,49,48,32,13,BPo
7/5/22,out,BP,BPo,,,50,55,31,12,BPo
7/5/22,out,BP,BPo,,,51,55,32,18,BPo
7/5/22,out,BP,BPo,,,52,39,28,9,BPo
7/5/22,out,BP,BPo,,,53,55,37,14,BPo
7/5/22,out,BP,BPo,,,54,27,23,7,BPo
7/5/22,out,BP,BPo,,,55,54,42,12,BPo
7/5/22,out,BP,BPo,,,56,45,29,11,BPo
7/5/22,out,BP,BPo,,,57,65,48,17,BPo
7/5/22,out,BP,BPo,,,58,42,35,9,BPo
7/5/22,out,BP,BPo,,,59,51,36,12,BPo
7/5/22,out,BP,BPo,,,60,60,37,15,BPo
7/5/22,out,BP,BPo,,,61,47,40,11,BPo
7/5/22,out,BP,BPo,,,62,18,16,3,BPo
7/5/22,out,BP,BPo,,,63,45,31,13,BPo
7/5/22,out,BP,BPo,,,64,41,29,9,BPo
7/5/22,out,BP,BPo,,,65,58,45,13,BPo
7/5/22,out,BP,BPo,,,66,69,38,15,BPo
7/5/22,out,BP,BPo,,,67,53,38,14,BPo
7/5/22,out,BP,BPo,,,68,35,29,10,BPo
7/5/22,out,BP,BPo,,,69,51,35,14,BPo
7/5/22,out,BP,BPo,,,70,53,32,16,BPo
7/5/22,out,BP,BPo,,,71,54,43,14,BPo
7/5/22,out,BP,BPo,,,72,52,37,11,BPo
7/5/22,out,BP,BPo,,,73,32,19,6,BPo
7/5/22,out,BP,BPo,,,74,42,32,10,BPo
7/5/22,out,BP,BPo,,,75,63,42,17,BPo
7/5/22,out,BP,BPo,,,76,65,44,14,BPo
7/5/22,out,BP,BPo,,,77,51,38,16,BPo
7/5/22,out,BP,BPo,,,78,29,24,7,BPo
7/5/22,out,BP,BPo,,,79,52,36,11,BPo
7/5/22,out,BP,BPo,,,80,46,35,10,BPo
7/5/22,out,BP,BPo,,,81,44,28,10,BPo
7/5/22,out,BP,BPo,,,82,54,34,12,BPo
7/5/22,out,BP,BPo,,,83,54,30,11,BPo
7/5/22,out,BP,BPo,,,84,52,37,11,BPo
7/5/22,out,BP,BPo,,,85,57,38,15,BPo
7/5/22,out,BP,BPo,,,86,33,25,8,BPo
7/5/22,out,BP,BPo,,,87,47,35,11,BPo
7/5/22,out,BP,BPo,,,88,42,28,10,BPo
7/5/22,out,BP,BPo,,,89,53,33,12,BPo
7/5/22,out,BP,BPo,,,90,39,29,9,BPo
7/5/22,out,BP,BPo,,,91,28,19,6,BPo
7/5/22,out,BP,BPo,,,92,37,22,9,BPo
7/5/22,out,BP,BPo,,,93,48,37,13,BPo
7/5/22,out,BP,BPo,,,94,53,38,12,BPo
7/5/22,out,BP,BPo,,,95,59,46,19,BPo
7/5/22,out,BP,BPo,,,96,56,40,12,BPo
7/5/22,in,FB,FBi,,1,1,53,36,11,1
7/5/22,in,FB,FBi,,1,2,51,37,14,1
7/5/22,in,FB,FBi,,1,3,57,41,14,1
7/5/22,in,FB,FBi,,1,4,61,45,14,1
7/5/22,in,FB,FBi,,1,5,40,26,9,1
7/5/22,in,FB,FBi,,1,6,47,38,13,1
7/5/22,in,FB,FBi,,1,7,39,34,10,1
7/5/22,in,FB,FBi,,1,8,53,34,11,1
7/5/22,in,FB,FBi,,1,9,43,32,10,1
7/5/22,in,FB,FBi,,1,10,66,49,16,1
7/5/22,in,FB,FBi,,1,11,33,27,12,1
7/5/22,in,FB,FBi,,1,12,33,31,9,1
7/5/22,in,FB,FBi,,1,13,44,36,10,1
7/5/22,in,FB,FBi,,1,14,52,41,11,1
7/5/22,in,FB,FBi,,1,15,34,32,13,1
7/5/22,in,FB,FBi,,1,16,51,37,13,1
7/5/22,in,FB,FBi,,1,17,34,24,10,1
7/5/22,in,FB,FBi,,1,18,66,47,17,1
7/5/22,in,FB,FBi,,1,19,60,48,14,1
7/5/22,in,FB,FBi,,1,20,55,42,16,1
7/5/22,in,FB,FBi,,1,21,63,49,13,1
7/5/22,in,FB,FBi,,1,22,64,38,16,1
7/5/22,in,FB,FBi,,1,23,35,28,9,1
7/5/22,in,FB,FBi,,1,24,76,52,16,1
7/5/22,in,FB,FBi,,1,25,51,35,16,1
7/5/22,in,FB,FBi,,1,26,52,36,12,1
7/5/22,in,FB,FBi,,1,27,40,28,8,1
7/5/22,in,FB,FBi,,1,28,45,35,10,1
7/5/22,in,FB,FBi,,1,29,44,34,12,1
7/5/22,in,FB,FBi,,1,30,51,46,13,1
7/5/22,in,FB,FBi,,1,31,56,48,15,1
7/5/22,in,FB,FBi,,1,32,45,33,14,1
7/5/22,in,FB,FBi,,2,33,59,49,14,2
7/5/22,in,FB,FBi,,2,34,62,34,11,2
7/5/22,in,FB,FBi,,2,35,46,33,10,2
7/5/22,in,FB,FBi,,2,36,67,39,18,2
7/5/22,in,FB,FBi,,2,37,65,46,16,2
7/5/22,in,FB,FBi,,2,38,61,40,12,2
7/5/22,in,FB,FBi,,2,39,48,41,10,2
7/5/22,in,FB,FBi,,2,40,56,43,14,2
7/5/22,in,FB,FBi,,2,41,51,35,11,2
7/5/22,in,FB,FBi,,2,42,37,26,10,2
7/5/22,in,FB,FBi,,2,43,58,44,14,2
7/5/22,in,FB,FBi,,2,44,70,48,16,2
7/5/22,in,FB,FBi,,2,45,60,37,14,2
7/5/22,in,FB,FBi,,2,46,70,35,14,2
7/5/22,in,FB,FBi,,2,47,49,38,11,2
7/5/22,in,FB,FBi,,2,48,53,44,14,2
7/5/22,in,FB,FBi,,2,49,35,31,10,2
7/5/22,in,FB,FBi,,2,50,51,38,12,2
7/5/22,in,FB,FBi,,2,51,38,42,11,2
7/5/22,in,FB,FBi,,2,52,36,26,9,2
7/5/22,in,FB,FBi,,2,53,67,50,16,2
7/5/22,in,FB,FBi,,2,54,45,32,9,2
7/5/22,in,FB,FBi,,2,55,40,30,10,2
7/5/22,in,FB,FBi,,2,56,33,38,10,2
7/5/22,in,FB,FBi,,2,57,71,42,16,2
7/5/22,in,FB,FBi,,2,58,67,47,14,2
7/5/22,in,FB,FBi,,2,59,55,42,13,2
7/5/22,in,FB,FBi,,2,60,45,49,12,2
7/5/22,in,FB,FBi,,2,61,35,32,10,2
7/5/22,in,FB,FBi,,2,62,53,45,14,2
7/5/22,in,FB,FBi,,2,63,59,44,18,2
7/5/22,in,FB,FBi,,2,64,32,26,7,2
7/5/22,in,FB,FBi,,3,65,39,42,14,3
7/5/22,in,FB,FBi,,3,66,51,41,15,3
7/5/22,in,FB,FBi,,3,67,33,25,7,3
7/5/22,in,FB,FBi,,3,68,31,28,8,3
7/5/22,in,FB,FBi,,3,69,50,43,12,3
7/5/22,in,FB,FBi,,3,70,43,33,9,3
7/5/22,in,FB,FBi,,3,71,46,30,8,3
7/5/22,in,FB,FBi,,3,72,45,32,8,3
7/5/22,in,FB,FBi,,3,73,39,31,9,3
7/5/22,in,FB,FBi,,3,74,39,29,7,3
7/5/22,in,FB,FBi,,3,75,39,31,10,3
7/5/22,in,FB,FBi,,3,76,47,36,10,3
7/5/22,in,FB,FBi,,3,77,40,29,7,3
7/5/22,in,FB,FBi,,3,78,58,39,13,3
7/5/22,in,FB,FBi,,3,79,59,41,17,3
7/5/22,in,FB,FBi,,3,80,66,51,18,3
7/5/22,in,FB,FBi,,3,81,45,37,10,3
7/5/22,in,FB,FBi,,3,82,70,41,18,3
7/5/22,in,FB,FBi,,3,83,34,25,12,3
7/5/22,in,FB,FBi,,3,84,37,32,11,3
7/5/22,in,FB,FBi,,3,85,36,34,11,3
7/5/22,in,FB,FBi,,3,86,59,49,11,3
7/5/22,in,FB,FBi,,3,87,32,22,7,3
7/5/22,in,FB,FBi,,3,88,38,30,9,3
7/5/22,in,FB,FBi,,3,89,30,28,8,3
7/5/22,in,FB,FBi,,3,90,42,26,12,3
7/5/22,in,FB,FBi,,3,91,65,54,17,3
7/5/22,in,FB,FBi,,3,92,55,40,14,3
7/5/22,in,FB,FBi,,3,93,45,32,9,3
7/5/22,in,FB,FBi,,3,94,40,29,11,3
7/5/22,in,FB,FBi,,3,95,51,40,14,3
7/5/22,in,FB,FBi,,3,96,50,35,10,3
7/5/22,out,FB,FBo,,1,1,56,35,12,16
7/5/22,out,FB,FBo,,1,2,62,35,13,16
7/5/22,out,FB,FBo,,1,3,38,28,11,16
7/5/22,out,FB,FBo,,1,4,40,27,9,16
7/5/22,out,FB,FBo,,1,5,43,33,8,16
7/5/22,out,FB,FBo,,1,6,43,33,11,16
7/5/22,out,FB,FBo,,1,7,45,29,11,16
7/5/22,out,FB,FBo,,1,8,61,54,14,16
7/5/22,out,FB,FBo,,1,9,47,40,11,16
7/5/22,out,FB,FBo,,1,10,53,33,13,16
7/5/22,out,FB,FBo,,1,11,54,35,14,16
7/5/22,out,FB,FBo,,1,12,27,25,7,16
7/5/22,out,FB,FBo,,1,13,56,35,13,16
7/5/22,out,FB,FBo,,1,14,37,27,9,16
7/5/22,out,FB,FBo,,1,15,49,28,11,16
7/5/22,out,FB,FBo,,1,16,35,28,14,16
7/5/22,out,FB,FBo,,1,17,36,29,8,16
7/5/22,out,FB,FBo,,1,18,39,28,8,16
7/5/22,out,FB,FBo,,1,19,54,39,12,16
7/5/22,out,FB,FBo,,1,20,27,15,6,16
7/5/22,out,FB,FBo,,1,21,40,33,9,16
7/5/22,out,FB,FBo,,1,22,48,35,12,16
7/5/22,out,FB,FBo,,1,23,48,33,13,16
7/5/22,out,FB,FBo,,1,24,38,29,10,16
7/5/22,out,FB,FBo,,1,25,57,37,14,16
7/5/22,out,FB,FBo,,1,26,52,36,13,16
7/5/22,out,FB,FBo,,1,27,32,29,9,16
7/5/22,out,FB,FBo,,1,28,40,29,10,16
7/5/22,out,FB,FBo,,1,29,61,47,14,16
7/5/22,out,FB,FBo,,1,30,38,33,10,16
7/5/22,out,FB,FBo,,1,31,52,45,14,16
7/5/22,out,FB,FBo,,1,32,55,35,15,16
7/5/22,out,FB,FBo,,2,33,53,36,13,17
7/5/22,out,FB,FBo,,2,34,43,30,11,17
7/5/22,out,FB,FBo,,2,35,36,23,11,17
7/5/22,out,FB,FBo,,2,36,32,30,9,17
7/5/22,out,FB,FBo,,2,37,38,28,10,17
7/5/22,out,FB,FBo,,2,38,68,46,16,17
7/5/22,out,FB,FBo,,2,39,35,26,9,17
7/5/22,out,FB,FBo,,2,40,45,40,12,17
7/5/22,out,FB,FBo,,2,41,41,29,9,17
7/5/22,out,FB,FBo,,2,42,71,46,14,17
7/5/22,out,FB,FBo,,2,43,42,26,10,17
7/5/22,out,FB,FBo,,2,44,29,24,8,17
7/5/22,out,FB,FBo,,2,45,30,24,7,17
7/5/22,out,FB,FBo,,2,46,41,30,10,17
7/5/22,out,FB,FBo,,2,47,34,31,9,17
7/5/22,out,FB,FBo,,2,48,59,40,15,17
7/5/22,out,FB,FBo,,2,49,52,36,14,17
7/5/22,out,FB,FBo,,2,50,48,32,11,17
7/5/22,out,FB,FBo,,2,51,66,39,16,17
7/5/22,out,FB,FBo,,2,52,50,32,13,17
7/5/22,out,FB,FBo,,2,53,48,30,11,17
7/5/22,out,FB,FBo,,2,54,33,27,9,17
7/5/22,out,FB,FBo,,2,55,55,38,10,17
7/5/22,out,FB,FBo,,2,56,41,31,9,17
7/5/22,out,FB,FBo,,2,57,30,22,7,17
7/5/22,out,FB,FBo,,2,58,27,22,6,17
7/5/22,out,FB,FBo,,2,59,44,34,10,17
7/5/22,out,FB,FBo,,2,60,72,43,16,17
7/5/22,out,FB,FBo,,2,61,40,25,10,17
7/5/22,out,FB,FBo,,2,62,34,30,9,17
7/5/22,out,FB,FBo,,2,63,36,22,8,17
7/5/22,out,FB,FBo,,2,64,45,35,12,17
7/5/22,out,FB,FBo,,3,65,52,40,11,18
7/5/22,out,FB,FBo,,3,66,34,27,10,18
7/5/22,out,FB,FBo,,3,67,51,32,15,18
7/5/22,out,FB,FBo,,3,68,66,32,20,18
7/5/22,out,FB,FBo,,3,69,60,39,15,18
7/5/22,out,FB,FBo,,3,70,48,36,12,18
7/5/22,out,FB,FBo,,3,71,41,24,9,18
7/5/22,out,FB,FBo,,3,72,57,35,11,18
7/5/22,out,FB,FBo,,3,73,62,44,19,18
7/5/22,out,FB,FBo,,3,74,62,44,9,18
7/5/22,out,FB,FBo,,3,75,48,27,10,18
7/5/22,out,FB,FBo,,3,76,38,23,10,18
7/5/22,out,FB,FBo,,3,77,42,28,13,18
7/5/22,out,FB,FBo,,3,78,27,25,8,18
7/5/22,out,FB,FBo,,3,79,40,30,11,18
7/5/22,out,FB,FBo,,3,80,51,41,12,18
7/5/22,out,FB,FBo,,3,81,44,33,21,18
7/5/22,out,FB,FBo,,3,82,46,39,14,18
7/5/22,out,FB,FBo,,3,83,40,28,12,18
7/5/22,out,FB,FBo,,3,84,29,19,8,18
7/5/22,out,FB,FBo,,3,85,55,39,13,18
7/5/22,out,FB,FBo,,3,86,53,35,15,18
7/5/22,out,FB,FBo,,3,87,35,31,11,18
7/5/22,out,FB,FBo,,3,88,40,32,15,18
7/5/22,out,FB,FBo,,3,89,44,27,11,18
7/5/22,out,FB,FBo,,3,90,40,27,10,18
7/5/22,out,FB,FBo,,3,91,54,34,13,18
7/5/22,out,FB,FBo,,3,92,32,25,9,18
7/5/22,out,FB,FBo,,3,93,51,35,17,18
7/5/22,out,FB,FBo,,3,94,43,33,11,18
7/5/22,out,FB,FBo,,3,95,45,32,12,18
7/5/22,out,FB,FBo,,3,96,45,35,13,18
7/5/22,in,FC,FCi,1,A,1,55,42,11,19
7/5/22,in,FC,FCi,1,A,2,60,36,12,19
7/5/22,in,FC,FCi,1,A,3,63,42,13,19
7/5/22,in,FC,FCi,1,A,4,75,43,16,19
7/5/22,in,FC,FCi,1,A,5,54,37,12,19
7/5/22,in,FC,FCi,1,A,6,43,33,11,19
7/5/22,in,FC,FCi,1,A,7,36,34,9,19
7/5/22,in,FC,FCi,1,A,8,52,41,14,19
7/5/22,in,FC,FCi,1,B,9,44,33,15,20
7/5/22,in,FC,FCi,1,B,10,57,39,15,20
7/5/22,in,FC,FCi,1,B,11,60,43,17,20
7/5/22,in,FC,FCi,1,B,12,59,37,12,20
7/5/22,in,FC,FCi,1,B,13,59,38,12,20
7/5/22,in,FC,FCi,1,B,14,60,45,16,20
7/5/22,in,FC,FCi,1,B,15,56,40,14,20
